Designator,Helper,Footprint,Mid X,Mid Y,Rotation,Layer
C1012,100n,CAP_0402,-31.3690,-17.2500,180.0000,top
C1013,100n,CAP_0402,-31.3690,16.2560,180.0000,top
C1014,100n,CAP_0402,-31.3690,18.2880,180.0000,top
C1015,100n,CAP_0402,-31.3690,20.3200,180.0000,top
C1016,100n,CAP_0402,21.9710,5.3340,180.0000,top
C1017,100n,CAP_0402,21.9710,7.3660,180.0000,top
C1018,100n,CAP_0402,21.9710,9.3980,180.0000,top
C1019,100n,CAP_0402,-21.9710,23.2410,180.0000,top
C1020,100n,CAP_0402,-31.3690,3.4290,180.0000,top
C1021,100n,CAP_0402,-21.9710,-3.4290,180.0000,top
C1022,100n,CAP_0402,-31.3690,-23.2410,180.0000,top
C1023,100n,CAP_0402,31.3690,23.2410,180.0000,top
C1024,100n,CAP_0402,21.9710,3.4290,180.0000,top
C1025,100n,CAP_0402,31.3690,-3.4290,180.0000,top
C1026,100n,CAP_0402,21.9710,-23.2410,180.0000,top
C1027,100n,CAP_0402,31.3690,21.3360,0.0000,top
C1028,100n,CAP_0402,31.3690,19.3040,0.0000,top
C1029,100n,CAP_0402,31.3690,17.2720,0.0000,top
C1030,100n,CAP_0402,-21.9710,21.3360,0.0000,top
C1031,100n,CAP_0402,-21.9710,19.3040,0.0000,top
C1032,100n,CAP_0402,-21.9710,17.2720,0.0000,top
C1033,100n,CAP_0402,31.3690,10.4140,0.0000,top
C1034,100n,CAP_0402,31.3690,8.3820,0.0000,top
C1035,100n,CAP_0402,31.3690,6.3500,0.0000,top
C1036,100n,CAP_0402,21.9710,-21.3360,180.0000,top
C1037,100n,CAP_0402,21.9710,-19.3040,180.0000,top
C1038,100n,CAP_0402,21.9710,-17.2720,180.0000,top
C1039,100n,CAP_0402,-21.9710,-16.2560,0.0000,top
C1040,100n,CAP_0402,-21.9710,-18.2880,0.0000,top
C1041,100n,CAP_0402,-21.9710,-20.3200,0.0000,top
C1042,100n,CAP_0402,21.9710,-10.4140,180.0000,top
C1043,100n,CAP_0402,21.9710,-8.3820,180.0000,top
C1044,100n,CAP_0402,21.9710,-6.3500,180.0000,top
C1045,100n,CAP_0402,31.3690,-16.2560,0.0000,top
C1046,100n,CAP_0402,31.3690,-18.2880,0.0000,top
C1047,100n,CAP_0402,31.3690,-20.3200,0.0000,top
C1048,100n,CAP_0402,21.9710,16.2560,180.0000,top
C1049,100n,CAP_0402,21.9710,18.2880,180.0000,top
C1050,100n,CAP_0402,21.9710,20.3200,180.0000,top
C1051,100n,CAP_0402,-31.3690,5.3340,180.0000,top
C1052,100n,CAP_0402,-31.3690,7.3660,180.0000,top
C1053,100n,CAP_0402,-31.3690,9.3980,180.0000,top
C1054,100n,CAP_0402,-21.9710,-5.3340,0.0000,top
C1055,100n,CAP_0402,-21.9710,-7.3660,0.0000,top
C1056,100n,CAP_0402,-21.9710,-9.3980,0.0000,top
D901,WS2812C-2020,UI_WS2812C-2020,-40.0050,47.6250,180.0000,top
D902,WS2812C-2020,UI_WS2812C-2020,-40.0050,20.9550,180.0000,top
D903,WS2812C-2020,UI_WS2812C-2020,-40.0050,-5.7150,180.0000,top
D904,WS2812C-2020,UI_WS2812C-2020,-40.0050,-32.3850,180.0000,top
D905,WS2812C-2020,UI_WS2812C-2020,-13.3350,47.6250,180.0000,top
D906,WS2812C-2020,UI_WS2812C-2020,-13.3350,20.9550,180.0000,top
D907,WS2812C-2020,UI_WS2812C-2020,-13.3350,-5.7150,180.0000,top
D908,WS2812C-2020,UI_WS2812C-2020,-13.3350,-32.3850,180.0000,top
D909,WS2812C-2020,UI_WS2812C-2020,13.3350,47.6250,180.0000,top
D910,WS2812C-2020,UI_WS2812C-2020,13.3350,20.9550,180.0000,top
D911,WS2812C-2020,UI_WS2812C-2020,13.3350,-5.7150,180.0000,top
D912,WS2812C-2020,UI_WS2812C-2020,13.3350,-32.3850,180.0000,top
D913,WS2812C-2020,UI_WS2812C-2020,40.0050,47.6250,180.0000,top
D914,WS2812C-2020,UI_WS2812C-2020,40.0050,20.9550,180.0000,top
D915,WS2812C-2020,UI_WS2812C-2020,40.0050,-5.7150,180.0000,top
D916,WS2812C-2020,UI_WS2812C-2020,40.0050,-32.3850,180.0000,top
J701,Conn_Coaxial,U.FL_Molex_MCRF_73412-0110_Vertical,5.0000,-7.2500,0.0000,top
J711,USB_C_TYPE-C-32-M-12,USB_C_Korean_Hroparts_TYPE-C-31-M-12,0.0000,46.6000,180.0000,top
L701,1n8,IND_0402,4.7500,-4.2500,90.0000,top
L702,GZ2012D601TF,FERRIT_0805,3.2500,-7.2000,0.0,bottom
L703,GZ2012D601TF,FERRIT_0805,0.0000,37.2500,-90.0000,top
R701,5k1,RES_0402,0.0000,-42.5000,90.0000,top
R729,5k1,RES_0402,2.2500,5.2500,90.0,bottom
R733,1k,RES_0402,-3.7500,-11.7500,0.0000,top
R734,5k1,RES_0402,1.0000,13.7500,90.0000,top
R735,5k1,RES_0402,1.2500,-13.2500,-90.0000,top
R736,1k,RES_0402,1.0000,-42.5000,90.0000,top
R737,1M,RES_0402,-5.2500,42.5000,-90.0000,top
R738,5k1,RES_0402,1.5000,41.7500,-90.0000,top
R739,5k1,RES_0402,-1.5000,41.7500,-90.0000,top
R801,5k1,RES_0402,6.8340,23.5110,-90.0000,top
R1001,10k,RES_0402,-31.3690,-9.3980,0.0000,top
R1002,10k,RES_0402,-32.8930,-9.9060,90.0000,top
R1003,10k,RES_0402,-32.8930,-7.8740,90.0000,top
R1004,10k,RES_0402,-32.8930,-5.8420,90.0000,top
R1005,10k,RES_0402,-31.3690,-7.3660,180.0000,top
R1006,10k,RES_0402,-31.3690,-5.3340,180.0000,top
R1007,10k,RES_0402,31.3690,-6.3500,180.0000,top
R1008,10k,RES_0402,32.8930,-5.8420,-90.0000,top
R1009,10k,RES_0402,32.8930,-7.8740,-90.0000,top
R1010,10k,RES_0402,32.8930,-9.9060,-90.0000,top
R1011,10k,RES_0402,31.3690,-8.3820,0.0000,top
R1012,10k,RES_0402,31.3690,-10.4140,0.0000,top
R1013,10k,RES_0402,-21.9710,9.3980,180.0000,top
R1014,10k,RES_0402,-20.4470,9.9060,-90.0000,top
R1015,10k,RES_0402,-20.4470,7.8740,-90.0000,top
R1016,10k,RES_0402,-20.4470,5.8420,-90.0000,top
R1017,10k,RES_0402,-21.9710,7.3660,0.0000,top
R1018,10k,RES_0402,-21.9710,5.3340,0.0000,top
R1019,10k,RES_0402,-31.3690,-20.3200,0.0000,top
R1020,10k,RES_0402,-32.8930,-20.8280,90.0000,top
R1021,10k,RES_0402,-32.8930,-18.7960,90.0000,top
R1022,10k,RES_0402,-32.8930,-16.7640,90.0000,top
R1023,10k,RES_0402,-31.3690,-18.2500,180.0000,top
R1024,10k,RES_0402,-31.3690,-16.2500,180.0000,top
R1025,10k,RES_0402,-31.3690,17.2720,0.0000,top
R1026,10k,RES_0402,-32.8930,16.7640,90.0000,top
R1027,10k,RES_0402,-32.8930,18.7960,90.0000,top
R1028,10k,RES_0402,-32.8930,20.8280,90.0000,top
R1029,10k,RES_0402,-31.3690,19.3040,180.0000,top
R1030,10k,RES_0402,-31.3690,21.3360,180.0000,top
R1031,10k,RES_0402,21.9710,6.3500,0.0000,top
R1032,10k,RES_0402,20.4470,5.8420,90.0000,top
R1033,10k,RES_0402,20.4470,7.8740,90.0000,top
R1034,10k,RES_0402,20.4470,9.9060,90.0000,top
R1035,10k,RES_0402,21.9710,8.3820,180.0000,top
R1036,10k,RES_0402,21.9710,10.4140,180.0000,top
R1037,10k,RES_0402,31.3690,20.3200,180.0000,top
R1038,10k,RES_0402,32.8930,20.8280,-90.0000,top
R1039,10k,RES_0402,32.8930,18.7960,-90.0000,top
R1040,10k,RES_0402,32.8930,16.7640,-90.0000,top
R1041,10k,RES_0402,31.3690,18.2880,0.0000,top
R1042,10k,RES_0402,31.3690,16.2560,0.0000,top
R1043,10k,RES_0402,-21.9710,20.3200,180.0000,top
R1044,10k,RES_0402,-20.4470,20.8280,-90.0000,top
R1045,10k,RES_0402,-20.4470,18.7960,-90.0000,top
R1046,10k,RES_0402,-20.4470,16.7640,-90.0000,top
R1047,10k,RES_0402,-21.9710,18.2880,0.0000,top
R1048,10k,RES_0402,-21.9710,16.2560,0.0000,top
R1049,10k,RES_0402,31.3690,9.3980,180.0000,top
R1050,10k,RES_0402,32.8930,9.9060,-90.0000,top
R1051,10k,RES_0402,32.8930,7.8740,-90.0000,top
R1052,10k,RES_0402,32.8930,5.8420,-90.0000,top
R1053,10k,RES_0402,31.3690,7.3660,0.0000,top
R1054,10k,RES_0402,31.3690,5.3340,0.0000,top
R1055,10k,RES_0402,21.9710,-20.3200,0.0000,top
R1056,10k,RES_0402,20.4470,-20.8280,90.0000,top
R1057,10k,RES_0402,20.4470,-18.7960,90.0000,top
R1058,10k,RES_0402,20.4470,-16.7640,90.0000,top
R1059,10k,RES_0402,21.9710,-18.2880,180.0000,top
R1060,10k,RES_0402,21.9710,-16.2560,180.0000,top
R1061,10k,RES_0402,-21.9710,-17.2720,180.0000,top
R1062,10k,RES_0402,-20.4470,-16.7640,-90.0000,top
R1063,10k,RES_0402,-20.4470,-18.7960,-90.0000,top
R1064,10k,RES_0402,-20.4470,-20.8280,-90.0000,top
R1065,10k,RES_0402,-21.9710,-19.3040,0.0000,top
R1066,10k,RES_0402,-21.9710,-21.3360,0.0000,top
R1067,10k,RES_0402,21.9710,-9.3980,0.0000,top
R1068,10k,RES_0402,20.4470,-9.9060,90.0000,top
R1069,10k,RES_0402,20.4470,-7.8740,90.0000,top
R1070,10k,RES_0402,20.4470,-5.8420,90.0000,top
R1071,10k,RES_0402,21.9710,-7.3660,180.0000,top
R1072,10k,RES_0402,21.9710,-5.3340,180.0000,top
R1073,10k,RES_0402,31.3690,-17.2720,180.0000,top
R1074,10k,RES_0402,32.8930,-16.7640,-90.0000,top
R1075,10k,RES_0402,32.8930,-18.7960,-90.0000,top
R1076,10k,RES_0402,32.8930,-20.8280,-90.0000,top
R1077,10k,RES_0402,31.3690,-19.3040,0.0000,top
R1078,10k,RES_0402,31.3690,-21.3360,0.0000,top
R1079,10k,RES_0402,21.9710,17.2720,0.0000,top
R1080,10k,RES_0402,20.4470,16.7640,90.0000,top
R1081,10k,RES_0402,20.4470,18.7960,90.0000,top
R1082,10k,RES_0402,20.4470,20.8280,90.0000,top
R1083,10k,RES_0402,21.9710,19.3040,180.0000,top
R1084,10k,RES_0402,21.9710,21.3360,180.0000,top
R1085,10k,RES_0402,-31.3690,6.3500,0.0000,top
R1086,10k,RES_0402,-32.8930,5.8420,90.0000,top
R1087,10k,RES_0402,-32.8930,7.8740,90.0000,top
R1088,10k,RES_0402,-32.8930,9.9060,90.0000,top
R1089,10k,RES_0402,-31.3690,8.3820,180.0000,top
R1090,10k,RES_0402,-31.3690,10.4140,180.0000,top
R1091,10k,RES_0402,-21.9710,-6.3500,180.0000,top
R1092,10k,RES_0402,-20.4470,-5.8420,-90.0000,top
R1093,10k,RES_0402,-20.4470,-7.8740,-90.0000,top
R1094,10k,RES_0402,-20.4470,-9.9060,-90.0000,top
R1095,10k,RES_0402,-21.9710,-8.3820,0.0000,top
R1096,10k,RES_0402,-21.9710,-10.4140,0.0000,top
SW701,C255807,SW_HYP_MAPMODE,0.0000,-46.2000,0.0000,top
SW702,C2905169,SW_SPST_CK_RS282G05A3,3.0000,-18.0000,90.0000,top
SW703,C2905169,SW_SPST_CK_RS282G05A3,-3.0000,-18.0000,90.0000,top
U703,RP2040,RP2040_QFN-56-1EP_7x7mm_P0.4mm_EP3.2x3.2mm,0.0000,0.0000,180.0,bottom
U704,ESP32-S3FN8,QFN-56-1EP_7x7mm_P0.4mm_EP3.2x3.2mm,0.0000,0.0000,180.0000,top
U705,W25Q64JVSSIQ,SOIC-8W_FLASH,-2.5000,11.7500,180.0000,top
U706,SESRV05-4,SOT-23-6,-3.0000,37.2500,180.0000,top
U707,LN1134A332MR-G,SOT-23-5,3.0000,37.2500,180.0000,top
U801,74HC165,SOIC-16_74HC165,1.5000,27.0000,90.0000,top
U1001,74HC165,SOIC-16_74HC165,-26.6700,18.7960,90.0000,top
U1002,74HC165,SOIC-16_74HC165,-26.6700,7.8740,90.0000,top
U1003,74HC165,SOIC-16_74HC165,-26.6700,-7.8755,90.0000,top
U1004,74HC165,SOIC-16_74HC165,-26.6700,-18.7960,90.0000,top
U1005,74HC165,SOIC-16_74HC165,26.6700,18.7960,90.0000,top
U1006,74HC165,SOIC-16_74HC165,26.6700,7.8740,90.0000,top
U1007,74HC165,SOIC-16_74HC165,26.6700,-7.8740,90.0000,top
U1008,74HC165,SOIC-16_74HC165,26.6700,-18.7960,90.0000,top
Y701,ESP32_XTAL,Crystal_SMD_Abracon_ABM8G-4Pin_3.2x2.5mm,1.2500,-10.2500,180.0000,top
